,title,subtitle,price_unit,price,price_unit_2,price_2,type_size,bedrooms,suite,parking,description
3074,"SQS 410 Bloco D, ASA SUL, BRASILIA",,R$,1.200,m² R$,32,Aluguel Apartamento 37 m²,1 Quarto,,,"Apartamento com 1 quarto, WC social, sala e cozinha. 21/08/22"
3075,"CA 08, LAGO NORTE, BRASILIA",,R$,1.350,m² R$,45,Aluguel Apartamento 30 m²,1 Quarto,1 Vaga,,SHIN CA 08 BLOCO E LT 05 - ED. VERONA Ótimo Apartamento MOBILIADO - CA 08 - BL E LT 5 AP - ED. VERONA - LAGO NORTE Com... 21/08/22
3076,"QMSW 4 Lote 4, SUDOESTE, BRASILIA",,R$,1.200,m² R$,40,Aluguel Apartamento 30 m²,1 Quarto,1 Vaga,,"QMSW 04 - ED MONTE OLIMPO Excelente apartamento reformado, com piso flutuante, composto por: Sala, cozinha com pia em g... 21/08/22"
3077,"SQN 107 Bloco D, ASA NORTE, BRASILIA",,R$,4.800,m² R$,40,Aluguel Apartamento 119 m²,3 Quartos,1 Suíte,1 Vaga,"Excelente apartamento, 2º andar, com vista livre. Sala ampla, cozinha com armários, 3 quartos, todos com armários e com... 21/08/22"
3078,"Rua 9, NORTE, AGUAS CLARAS",", Mont Bello",R$,4.400,m² R$,29,Aluguel Apartamento 150 m²,3 Quartos,1 Suíte,1 Vaga,"Maravilhosa cobertura - TOP HOUSE- em ótimo local em Águas Claras . Venha morar com todo conforto e segurança , mas com ... 21/08/22"
3079,"SQN 209 Bloco A, ASA NORTE, BRASILIA",,R$,9.300,m² R$,36,Aluguel Apartamento 256 m²,4 Quartos,4 Suítes,4 Vagas,"- REVESTIMENTO PISO DA SALA, COZINHA E BANHEIRO TODO EM GRANITO, - PISO DOS QUARTOS EM TABUA CORRIDA; - APARTAMENTO DE C... 21/08/22"
3080,"SQNW 106 Bloco G, NOROESTE, BRASILIA",,R$,4.200,m² R$,51,Aluguel Apartamento 81 m²,2 Quartos,1 Suíte,2 Vagas,"Excelente apartamento Ed. Jardins dos Hibiscos, sala ampla, cozinha americana com armarios, área de serviço, dois quarto... 21/08/22"
3081,"CLSW 300A Bloco 3, SUDOESTE, BRASILIA",MELHOR LOCALIZAÇÃO - diretoc/proprietário,R$,2.600,m² R$,47,Aluguel Apartamento 55 m²,1 Quarto,1 Suíte,1 Vaga,LOTF NO VIA PLACE - LOCALIZAÇÃO MARAVILHOSA - JUNTO AO EIXO MONUMENTAL ** ASSISTA NOSSO VIDEO** - MELHOR LOCALIZAÇÃO DO... 21/08/22
3082,"QNE 6, TAGUATINGA NORTE, TAGUATINGA",,R$,700,m² R$,17,Aluguel Apartamento 40 m²,1 Quarto,,,PLANTÃO DE LOCAÇÃO!!! Escritório em Águas Claras: (61) 3553-0000. Fale direto comigo!!! (61) 99166-1311 Apartamento 40m... 21/08/22
3083,"CLN 115 Bloco B, ASA NORTE, BRASILIA",,R$,900,m² R$,29,Aluguel Kitnet 31 m²,1 Quarto,,,- Agende sua visita - 61.9.8504.0000 - 61. 3322.8484 - Excelente Quadra (SCLN 115); - Unidade frente para a quadra resid... 21/08/22
3084,"QN 307 Conjunto 6, SAMAMBAIA SUL, SAMAMBAIA",,R$,600,m² R$,13,Aluguel Apartamento 45 m²,2 Quartos,,,"Apt de 2 quartos, sala, banheiro, cozinha. Obs: Não tem garagem, Não act animais. 21/08/22"
3085,"CLSW 304 Bloco A, SUDOESTE, BRASILIA",,R$,1.400,m² R$,28,Aluguel Kitnet 50 m²,1 Quarto,,,"IMÓVEL EM PROCESSO DE DESOCUPAÇÃO PREVISÃO PARA O INICIO DAS VISITAS EM 02/09/2022 Alugue sem Fiador, sem burocracia ... 21/08/22"
3086,"QRSW 6 Bloco B 3, SUDOESTE, BRASILIA",,R$,2.300,m² R$,37,Aluguel Apartamento 62 m²,2 Quartos,,,"IMÓVEL EM PROCESSO DE DESOCUPAÇÃO PREVISÃO PARA O INICIO DAS VISITAS EM 12/09/2022 Alugue sem Fiador, sem burocracia ... 21/08/22"
3087,"QN 311 Conjunto E, SAMAMBAIA SUL, SAMAMBAIA",,R$,800,m² R$,26,Aluguel Kitnet 30 m²,1 Quarto,,,"KN1046 - Kit para alugar com 1 quarto, 30m² - Qn 311 - Samambaia Sul, Brasília - DF Tire suas dúvidas e agende a sua vi... 21/08/22"
3088,"Quadra 203, SUL, AGUAS CLARAS",,R$,1.700,m² R$,26,Aluguel Apartamento 65 m²,2 Quartos,1 Vaga,,"QUADRA 203 LOTE 10 BLOCO A APTO 504 02 quartos, sala, cozinha ,wc ,varanda ,pintura nova , piso cerâmica. CONDOMÍNIO: ... 21/08/22"
3089,"SEPS 713/913, ASA SUL, BRASILIA",,R$,1.500,m² R$,55,Aluguel Kitnet 27 m²,1 Quarto,1 Suíte,1 Vaga,"Ótima quitinete, semi-mobiliada e em ótima localização com condomínio fechado. O imóvel, que se encontra no 2º andar e ... 21/08/22"
3090,"SCES Trecho 4, ASA SUL, BRASILIA",,R$,3.850,m² R$,96,Aluguel Apartamento 40 m²,1 Quarto,1 Suíte,1 Vaga,Aluguel apartamento de 1 quarto no melhor condomínio beira lago de Brasília - Brisas do Lago Mobiliado Vista para o la... 21/08/22
3091,"QNN 27 Módulo C, CEILANDIA NORTE, CEILANDIA",,R$,1.500,m² R$,28,Aluguel Apartamento 53 m²,2 Quartos,2 Vagas,,ALUGUE SEM FIADOR PESSOA FÍSICA! MELHOR QUADRA DA CEILÂNDIA AO LADO DO SESC E DA FACULDADE IESB E CATOLICA. IMÓVEL CONST... 21/08/22
3092,"SQS 412 Bloco G, ASA SUL, BRASILIA",,R$,3.600,m² R$,45,Aluguel Apartamento 80 m²,3 Quartos,,,"Excepcional apartamento de canto, super reformado em altíssimo bom gosto, com 3 quartos, com muitos armários, sala ampla... 21/08/22"
3093,"CCSW 4, SUDOESTE, BRASILIA",,R$,1.200,m² R$,50,Aluguel Kitnet 24 m²,1 Quarto,1 Vaga,,"Kit em vão livre, com rack, painel com tv, cama de casal sem colchão e com armários; Copa com armários, mesa com 04 cad... 21/08/22"
3094,"SQNW 102 Bloco H, NOROESTE, BRASILIA",,R$,14.000,m² R$,87,Aluguel Apartamento 160 m²,3 Quartos,3 Suítes,,Apresentamos excepcional apartamento novo e reformado no Residencial Parque das Tulipas SQNW 102. O apartamento não se... 21/08/22
3095,"Rua 8, VIAL SAO JOSE, TAGUATINGA",,R$,1.100,m² R$,27,Aluguel Apartamento 40 m²,2 Quartos,,,Rua 08 - 2 Quartos Com 40m² de área útil. Imóvel é bem iluminado e ventilado. Dispõe de: - 2 Quartos - Sala ampla -... 21/08/22
3096,"CLN 110 Bloco D, ASA NORTE, BRASILIA",,R$,800,m² R$,26,Aluguel Kitnet 30 m²,1 Quarto,,,"SCLN 110 Bloco D Excelente Kit com quarto, sala e cozinha separada. Frente para a quadra. As informações dos imóveis aq... 21/08/22"
3097,"QNM 36 Conjunto K, TAGUATINGA NORTE, TAGUATINGA",CONJUNTO K LOTE 22 KIT 5 - TUDO INCLUSO,R$,800,m² R$,40,Aluguel Apartamento 20 m²,1 Quarto,,,"KIT DE 1 QUARTO E BANHEIRO. - ÁGUA, LUZ E IPTU INCLUSOS NO ALUGUEL. - PISO PORCELANATO; Valor do aluguel com desconto ... 21/08/22"
3098,"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",", Morada do Parque",R$,1.800,m² R$,33,Aluguel Apartamento 54 m²,2 Quartos,1 Vaga,,"***A HR GESTÃO IMOBILIÁRIA ALUGA COM EXCLUSIVIDADE*** Apartamento de 02 quartos ! Possui sala, varanda, cozinha, 02 qu... 21/08/22"
3099,"SGAN 914 Módulo H, ASA NORTE, BRASILIA",KIT TERREA - ED. MONTE CARLO,R$,1.200,m² R$,40,Aluguel Kitnet 30 m²,1 Quarto,,,"Kitnet, com sala e cozinha integradas, separada por armário, banheiro e varanda. Bem localizada, em um ambiente calmo, s... 21/08/22"
3100,"QN 1 Conjunto 10, RIACHO FUNDO, RIACHO FUNDO",,R$,700,m² R$,12,Aluguel Apartamento 55 m²,2 Quartos,,,"Lindo apartamento no Riacho Fundo I. Imóvel em ótima localização, com 2 quartos bem iluminado, sala bem iluminada. ... 21/08/22"
3101,"SGAN 911 Módulo G, ASA NORTE, BRASILIA",,R$,1.100,m² R$,44,Aluguel Kitnet 25 m²,1 Quarto,1 Vaga,,"Sala com móvel para computador, prateleira e rack para tv com peça giratória; Quarto com armário embutido, cama de casal... 21/08/22"
3102,"Avenida das Araucárias, SUL, AGUAS CLARAS",,R$,1.850,m² R$,57,Aluguel Apartamento 32 m²,1 Quarto,1 Vaga,,"Oportunidade para aluguel em Aguas Claras! Apartamento 1 quarto mobiliado no Blend! Apartamento no quarto andar, com var... 21/08/22"
3103,"Quadra C 6, TAGUATINGA CENTRO, TAGUATINGA",,R$,1.200,m² R$,26,Aluguel Apartamento 45 m²,1 Quarto,1 Vaga,,"APARTAMENTO COM 01 QUARTO COM ARMÁRIO E AR CONDICIONADO, SALA / COZINHA ESTILO AMERICANA COM ARMÁRIOS, BANHEIRO SOCIAL C... 21/08/22"
3104,"AOS 06 Bloco E, OCTOGONAL, BRASILIA",,R$,3.700,m² R$,34,Aluguel Apartamento 108 m²,2 Quartos,1 Suíte,1 Vaga,"PÚBLIO IMÓVEIS ALUGA EXCELENTE APTO REFORMADO DE 03 QUARTOS TRANSFORMADO PARA 02, VAZADO, COMPOSTO POR: - AMPLA, CLARA ... 21/08/22"
3105,"CA 11, LAGO NORTE, BRASILIA",,R$,2.100,m² R$,36,Aluguel Apartamento 58 m²,1 Quarto,1 Vaga,,"SHIN CA 11 - Ed. Next Conheça esse excelente apartamento em uma das áreas mais valorizadas de Brasilia, conforto e tran... 21/08/22"
3106,"SGAN 914, ASA NORTE, BRASILIA",,R$,1.600,m² R$,47,Aluguel Kitnet 34 m²,1 Quarto,1 Vaga,,"SGAN 914 Bloco A, South Beach - Asa Norte - DF Alugue este imóvel com seu cartão de crédito pela CredPago A COEMI imóv... 21/08/22"
3107,"QS 113, SAMAMBAIA SUL, SAMAMBAIA",Espaço Samambaia,R$,1.200,m² R$,20,Aluguel Apartamento 60 m²,2 Quartos,1 Suíte,1 Vaga,"Apartamento 60m2 - Espaço Samambaia QS 113 Samambaia Sul Apartamento com 02 quartos sendo 01 suíte, sala com 02 ambient... 21/08/22"
3108,"CCSW 5, SUDOESTE, BRASILIA",,R$,1.400,m² R$,46,Aluguel Apartamento 30 m²,1 Quarto,1 Vaga,,"IMÓVEL EM PROCESSO DE DESOCUPAÇÃO PREVISÃO PARA O INICIO DAS VISITAS EM 15/09/2022 Alugue sem Fiador, sem burocracia e... 21/08/22"
3109,"SQNW 108 Bloco C, NOROESTE, BRASILIA",,R$,12.000,m² R$,56,Aluguel Apartamento 211 m²,4 Quartos,4 Suítes,3 Vagas,"Localizado na SQNW 108! Espaços visualmente limpos e independentes que se unem de forma harmônica e funcional, todos os... 21/08/22"
3110,"Avenida Pau Brasil, SUL, AGUAS CLARAS",,R$,2.800,m² R$,36,Aluguel Apartamento 77 m²,2 Quartos,1 Suíte,2 Vagas,"Descrição do apartamento: - 02 Quartos sendo 01 suíte; - 77,59m² de área útil; - 4º andar; - Nascente; - Completo de ar... 21/08/22"
3111,"SHCES Quadra 1103, NOVO, CRUZEIRO",,R$,1.900,m² R$,30,Aluguel Apartamento 62 m²,2 Quartos,,,"A B’Lém Imóveis ALUGA um apartamento de 2 quartos, na melhor localização do Cruzeiro Novo. O apê tem 62m² privativos,... 21/08/22"
3112,"EQRSW 2/3, SUDOESTE, BRASILIA",,R$,1.380,m² R$,46,Aluguel Apartamento 30 m²,1 Quarto,1 Vaga,,"MRC IMÓVEIS ALUGA: MOBILIADO - COM VAGA NA GARAGEM - SUDOESTE ECONÔMICO ED MAURÍCIO - 100% RESIDENCIAL Apto 30m2, ... 21/08/22"
3113,"Avenida das Araucárias, SUL, AGUAS CLARAS","Lote 4150, Blend Apartments Hplus Long Stay",R$,1.500,m² R$,46,Aluguel Apartamento 32 m²,1 Quarto,1 Suíte,1 Vaga,ESPECIFICAÇÕES DO IMÓVEL- LOCAÇÃO: A Nova Inteligência Imobiliária aluga apartamento com área útil de 32 m² com 1 quart... 21/08/22
3114,"QMSW 5, SUDOESTE, BRASILIA",", Mont Serrat Studios",R$,1.200,m² R$,42,Aluguel Kitnet 28 m²,1 Quarto,1 Vaga,,"Condomínio Edifício Mont Serrat. Ótima Kitnet com fogão, geladeira, garagem coberta. Piso em cerâmica. Condomínio poss... 21/08/22"
3115,"Rua 36, NORTE, AGUAS CLARAS",,R$,2.200,m² R$,36,Aluguel Apartamento 60 m²,2 Quartos,1 Suíte,2 Vagas,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação med... 21/08/22"
3116,"QR 303 Conjunto D, SANTA MARIA, SANTA MARIA",Sul,R$,550,m² R$,12,Aluguel Kitnet 45 m²,1 Quarto,1 Vaga,,"Kitnet ampla, salas, cozinha, banheiro social, área de serviço e 01 vaga de garagem. Ponto de referencia: colégio 403, ... 21/08/22"
3117,"SQS 112, ASA SUL, BRASILIA",,R$,14.500,m² R$,64,Aluguel Apartamento 226 m²,4 Quartos,2 Suítes,2 Vagas,"SQS 112 | Sou sua escolha certa - Incluso no valor da Locação condomínio e IPTU! Não acredito em acaso, então não di... 21/08/22"
3118,"CLN 403 Bloco A, ASA NORTE, BRASILIA",Excelente kitnet,R$,1.200,m² R$,28,Aluguel Kitnet 42 m²,1 Quarto,,,"Excelente Kitinet dividida com uma planta de aproximadamente 42m² de área privativa, com espaços amplos e agradáveis e ... 21/08/22"
3119,"CNB 13, TAGUATINGA NORTE, TAGUATINGA",,R$,1.500,m² R$,37,Aluguel Apartamento 40 m²,2 Quartos,,,Apartamento composto por: 02 Quartos Sala Cozinha ampla Área de serviço Pintura nova Garagem (61) 3352-75... 21/08/22
3120,"Quadra 204, SUL, AGUAS CLARAS",,R$,5.650,m² R$,31,Aluguel Apartamento 180 m²,4 Quartos,2 Suítes,3 Vagas,"Aguas Claras Apartamento Top! 4 quartos sendo 2 suítes sendo 1 máster com closet e hidro, ar condicionado. Sala em 2 am... 21/08/22"
3121,"CNB 08 Lote 12, TAGUATINGA NORTE, TAGUATINGA",,R$,1.800,m² R$,28,Aluguel Apartamento 63 m²,2 Quartos,1 Suíte,1 Vaga,O apartamento está localizado no bairro Taguatinga Norte com 63 metros quadrados com 2 quartos sendo 1 suite e 1 banheir... 21/08/22
3122,"SQSW 304 Bloco J, SUDOESTE, BRASILIA",,R$,3.400,m² R$,44,Aluguel Apartamento 77 m²,3 Quartos,1 Suíte,1 Vaga,"Apartamento com 77m² de área privativa e uma vaga de garagem, em posição nascente, com piso em laminado de madeira, pint... 21/08/22"
3123,"SQNW 109 Bloco A, NOROESTE, BRASILIA",,R$,5.300,m² R$,48,Aluguel Apartamento 110 m²,3 Quartos,1 Suíte,2 Vagas,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação media... 21/08/22"
3124,"SHTN Trecho 1, ASA NORTE, BRASILIA",,R$,4.090,m² R$,107,Aluguel Apartamento 38 m²,1 Quarto,1 Vaga,,"Premier Residence - Hplus, condominio de alto luxo, gerido pela Hplus, uma rede de hoteis com o foco em hospedagens. De... 21/08/22"
3125,"QC 5 Rua I, JARDINS MANGUEIRAL, BRASILIA",,R$,1.500,m² R$,30,Aluguel Apartamento 50 m²,2 Quartos,1 Vaga,,"IMOVEIS KATHYA VENDE: Apartamento de 02 quartos, reformado com varanda integrada, piso cerâmico, armários de cozinha e ... 21/08/22"
3126,"SQNW 307 Bloco D, NOROESTE, BRASILIA",,R$,2.040,m² R$,68,Aluguel Apartamento 30 m²,1 Quarto,1 Vaga,,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação media... 21/08/22"
3127,"Avenida Central Blocos 379/505, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,R$,1.300,m² R$,18,Aluguel Apartamento 70 m²,2 Quartos,,,"ENDEREÇO: AVENIDA CENTRAL BLOCOS379505 LOTE 360 APT 102 - NÚCLEO BANDEIRANTE - DF APARTAMENTO COM 02 QUARTOS, 02 BANH... 21/08/22"
3128,"QNM 20 Conjunto B, CEILANDIA NORTE, CEILANDIA",,R$,500,m² R$,10,Aluguel Apartamento 50 m²,1 Quarto,,,"Apartamento no 1° andar, de 01 quarto, sala, cozinha americana, W.C. social com box e área de serviço. Em ótima locali... 21/08/22"
3129,"SGCV Lote 11, PARK SUL, BRASILIA",,R$,1.650,m² R$,63,Aluguel Kitnet 26 m²,1 Quarto,1 Suíte,1 Vaga,"OPORTUNIDADE - EXCELENTE KIT MOBILIADA! Kitnet mobiliada, composta por: Sala com sofá, TV e rack; 01 Quarto sendo suíte... 21/08/22"
3130,"SGCV Lote 11, PARK SUL, BRASILIA",,R$,1.200,m² R$,40,Aluguel Apartamento 30 m²,1 Quarto,1 Vaga,,"APARTAMENTO SEMI MOBILIADO 01 QUARTO 30 M² PARK STUDIOS  - PARK SUL - GUARÁ Completo em armários quarto, banheiro, cozin... 21/08/22"
3131,"SQS 304 Bloco A, ASA SUL, BRASILIA",Original sem garagem,R$,3.500,m² R$,27,Aluguel Apartamento 129 m²,3 Quartos,1 Suíte,,SQS 304 21/08/22
3132,"QNM 24 Conjunto O, CEILANDIA NORTE, CEILANDIA",,R$,1.500,m² R$,21,Aluguel Apartamento 69 m²,3 Quartos,1 Suíte,,"QNM 24 ? Taguatinga Norte - Em cima do varejão das verduras - Apartamento 3 quartos DO IMÓVEL: - 03 quartos, sendo 01 ... 21/08/22"
3133,"QI 23, GUARA II, GUARA",,R$,1.800,m² R$,30,Aluguel Apartamento 60 m²,3 Quartos,1 Vaga,,"Apartamento com 60,30m² (privativo) mais garagem (subsolo), sala com varanda, 3 quartos, 2 banheiros, armários, elevador... 21/08/22"
3134,"CCSW 1, SUDOESTE, BRASILIA",", ED. PORTAL MASTER",R$,3.400,m² R$,130,Aluguel Kitnet 26 m²,1 Quarto,1 Suíte,1 Vaga,"Nova Kit Flat Vista Livre - Enxoval Completo, Serv. De Hotel - Portal Master/sudoeste (104) A TOP LINE PRIME, tem or... 21/08/22"
3135,"SQS 310 Bloco D, ASA SUL, BRASILIA",,R$,3.700,m² R$,59,Aluguel Apartamento 62 m²,2 Quartos,1 Suíte,1 Vaga,"SQS 310 BLOCO D - TOTALMENTE MOBILIADO E DECORADO Essa unidade está no 5º andar, - Sala ricamente decorada e mobiliad... 21/08/22"
3136,"Quadra 6 Conjunto C, VARJAO, VARJAO",", Ed. Varjão",R$,1.250,m² R$,25,Aluguel Apartamento 50 m²,2 Quartos,,,"Aluga-se apartamentos no Varjão Com sala, cozinha, 2 quartos, banheiro. Armários na cozinha interfone e circuito de c... 21/08/22"
3137,"SCRN 716 Bloco F, ASA NORTE, BRASILIA",,R$,700,m² R$,28,Aluguel Kitnet 25 m²,1 Quarto,,,"Kitnet com 25m², nascente, 1 andar, cerâmica e com elevador. Aluguel Bruto R$777,77 Desc. Pontualidade R$7... 21/08/22"
3138,"SMAS Trecho 1 C, PARK SUL, BRASILIA",,R$,6.100,m² R$,63,Aluguel Apartamento 96 m²,3 Quartos,1 Suíte,2 Vagas,"EXCELENTE APARTAMENTO MODERNO DE 03 QUARTOS, MOBILIADO NO LIVING PARK SUL Apartamento com 96m², completamente mobiliado,... 21/08/22"
3139,"SEPS 713/913, ASA SUL, BRASILIA",,R$,1.300,m² R$,37,Aluguel Kitnet 35 m²,1 Quarto,1 Vaga,,"Excelente kit no edifício Multiplus, 4º andar, com 35m², composta por sala com sofá, rack com TV, persiana e varanda; co... 21/08/22"
3140,"QS 4 Conjunto 1, RIACHO FUNDO, RIACHO FUNDO",,R$,1.280,m² R$,18,Aluguel Apartamento 70 m²,2 Quartos,,,"Lindo apartamento no Riacho Fundo I. Imóvel em ótima localização, com 2 quartos bem espaçosos, sala bem iluminada. Pr... 21/08/22"
3141,"Rua 9, NORTE, AGUAS CLARAS","14º Andar, Residencial Illuminato",R$,2.900,m² R$,36,Aluguel Apartamento 80 m²,3 Quartos,1 Suíte,2 Vagas,"Residencial Illuminato - Apartamento composto de sala com varanda gourmet, 03 quartos (suite) com armários, banheiro soc... 21/08/22"
3142,"Rua 37, SUL, AGUAS CLARAS",,R$,1.300,m² R$,32,Aluguel Apartamento 40 m²,1 Quarto,1 Vaga,,EXCELENTE APTº DE 01 QUARTO NA RUA 37 SUL - TODO PLANEJADO COM ÓTIMA LOCALIZAÇÃO O Ed. Real Celebration fica na entra... 21/08/22
3143,"SHCGN 716 Bloco A, ASA NORTE, BRASILIA",,R$,2.100,m² R$,35,Aluguel Apartamento 60 m²,2 Quartos,,,HR GESTÃO IMOBILIÁRIA ALUGA COM EXCLUSIVIDADE! - 02 quartos - Sala - Varanda - Cozinha - Banheiro social - Quarto de e... 21/08/22
3144,"Rua 31, NORTE, AGUAS CLARAS",,R$,1.200,m² R$,36,Aluguel Apartamento 33 m²,1 Quarto,1 Vaga,,"A Atalaia Empreendimentos Imobiliários aluga: Edifício Uno Residence - Águas Claras Ótimo apartamento em andar alto, 3... 21/08/22"
3145,"Quadra 2, SOBRADINHO, SOBRADINHO",,R$,1.300,m² R$,24,Aluguel Apartamento 53 m²,2 Quartos,,,"EDIFÍCIO CASA BLANCA APARTAMENTO 02 QUARTOS 3º ANDAR EM SOBRADINHO, EXCELENTE LOCALIZAÇÃO, VENHA CONFERIR! - Sala ampl... 21/08/22"
3146,"QSE 5, TAGUATINGA SUL, TAGUATINGA",,R$,750,m² R$,21,Aluguel Kitnet 35 m²,1 Quarto,,,QSE 05 - 01 Quarto; - Sala e cozinha conjugadas ; - 01 Banheiro. Ótima Localização - Fácil acesso; - Próximo a par... 21/08/22
3147,"CSB 05 Lote 04, TAGUATINGA SUL, TAGUATINGA",,R$,900,m² R$,14,Aluguel Apartamento 62 m²,2 Quartos,1 Vaga,,"Sala com varanda com grades 2 quartos banheiro social com blindex cozinha, área de serviço garagem subsolo churrasqueira... 21/08/22"
3148,"Avenida Jacarandá, SUL, AGUAS CLARAS",,R$,2.700,m² R$,69,Aluguel Apartamento 39 m²,1 Quarto,1 Vaga,,"Excelente apartamento de um quarto no Ed. Concept, Águas Claras. Apartamento completo, com 39m², situado no 17º andar d... 21/08/22"
3149,"Quadra 31 Conjunto 23, PARANOA, PARANOA",,R$,950,m² R$,11,Aluguel Apartamento 80 m²,2 Quartos,,,"AV. PARANOA QUADRA 31 CONJUNTO 23  Excelente apartamento com aproximadamente 80 m², sala e 2 quartos, piso cerâmica, coz... 21/08/22"
3150,"SGAN 914, ASA NORTE, BRASILIA",,R$,1.200,m² R$,41,Aluguel Kitnet 29 m²,1 Quarto,1 Vaga,,"SGAN 914 - Condomínio Monte Carlo, Asa Norte/DF Alugue com seu cartão de crédito pela CredPago O Edifício Monte Carlo ... 21/08/22"
3151,"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",,R$,1.650,m² R$,41,Aluguel Kitnet 40 m²,1 Quarto,1 Suíte,,"COELHO IMÓVEIS CONSULTORIA PRIME ALUGA: Ótimo apartamento com 01 quarto com 40 m² no Residencial Morada do Parque, sala,... 21/08/22"
3152,"Rua 22, SUL, AGUAS CLARAS",,R$,2.300,m² R$,28,Aluguel Apartamento 80 m²,2 Quartos,1 Suíte,1 Vaga,"Belíssimo apartamento no Residencial Monte Carlo , condomínio completo com portaria 24h, piscina, churrasqueira, academ... 21/08/22"
3153,"QI 25 Lote 12/14, GUARA II, GUARA",,R$,2.000,m² R$,31,Aluguel Apartamento 64 m²,3 Quartos,1 Vaga,,"Aluga-se Apartamento Condomínio Mediterranee Residence QI 25 - Guará II Próximo à comércios, padarias, lanchonetes, p... 21/08/22"
3154,"CLN 308 Bloco E, ASA NORTE, BRASILIA",,R$,500,m² R$,22,Aluguel Apartamento 22 m²,1 Quarto,,,Kitinete com Excelente Localização CLN 308 - Próximo a W3 Imóvel com: - Sala e Quarto Integrados; - Copa/Cozinha; - ... 21/08/22
3155,"CSG 3, TAGUATINGA SUL, TAGUATINGA",,R$,1.200,m² R$,25,Aluguel Apartamento 48 m²,1 Quarto,,,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação media... 21/08/22"
3156,"QNM 40 Conjunto F2, TAGUATINGA NORTE, TAGUATINGA",EXCELENTE LOCALIZAÇÃO,R$,900,m² R$,18,Aluguel Apartamento 50 m²,2 Quartos,,,"Apartamento com 2 quartos, área de serviço, excelente localização. Para Comprar, Vender ou Alugar seu imóvel...Conte co... 21/08/22"
3157,"SQNW 307, NOROESTE, BRASILIA",,R$,4.000,m² R$,48,Aluguel Apartamento 83 m²,2 Quartos,1 Suíte,1 Vaga,"Apartamento de 02 quartos sendo um suíte. - 83,00 m² de área construída; piso todo em porcelanato constitu... 21/08/22"
3158,"AOS 08 Bloco C, OCTOGONAL, BRASILIA",,R$,4.000,m² R$,57,Aluguel Apartamento 69 m²,2 Quartos,1 Vaga,,"PÚBLIO IMÓVEIS ALUGA EXCELENTE APARTAMENTO DE 02 QUARTOS REFORMADO, COMPOSTO POR: - SALA COM PAINEL DE TV, - BANHEIRO ... 21/08/22"
3159,"Área Especial 4 Módulo G, GUARA II, GUARA",,R$,3.900,m² R$,43,Aluguel Apartamento 89 m²,3 Quartos,1 Suíte,2 Vagas,"ÁREA ESPECIAL 4 GUARÁ II - OLYMPIQUE - 03 QUARTOS Fernandes & Coelho Imóveis aluga excelente imóvel composto por sala, ... 21/08/22"
3160,"Rua 21, SUL, AGUAS CLARAS","MY HOUSE ALUGA - RES. ARAUCÁRIAS - 4 QUARTOS - 148m², Condomínio Residencial Villa Borgio",R$,3.100,m² R$,20,Aluguel Apartamento 148 m²,4 Quartos,1 Suíte,1 Vaga,MY HOUSE ALUGA - EXCELENTE APARTAMENTO AMPLO NO RESIDENCIAL ARAUCÁRIAS O APARTAMENTO POSSUI UMA LOCALIZAÇÃO SUPER PRIV... 21/08/22
3161,"STRC Trecho 4, SETOR INDUSTRIAL, GUARA",,R$,450,m² R$,10,Aluguel Apartamento 45 m²,1 Quarto,,,"SALA,01 QUARTO, COZINHA, BANHEIRO SOCIAL, AREA DE SERVIÇO, PISO CERÂMICA. ALUGUEL BRUTO: R$ 562,50 DESCONTO DE PONTUALI... 21/08/22"
3162,"ADE Conjunto 28, ADE, AGUAS CLARAS",,R$,600,m² R$,15,Aluguel Kitnet 40 m²,1 Quarto,,,"Branco Imóveis - Aluga Kitinet na ADE, proximo ao Costa Atacadão. KITNET COMPOSTO POR 1 QUARTO, SALA, COZINHA E 1 BANHE... 21/08/22"
3163,"SHCGN 707 Bloco I, ASA NORTE, BRASILIA",APTO 108,R$,2.100,m² R$,32,Aluguel Apartamento 64 m²,2 Quartos,,,"APTº COM 2 QUARTOS, SALA COM VARANDA, BANHEIRO, COZINHA, ÁREA DE SERVIÇOS, ARMÁRIOS, REFORMADO, VOLTADO PARA O NASCENT... 21/08/22"
3164,"CCSW 6, SUDOESTE, BRASILIA",,R$,900,m² R$,26,Aluguel Kitnet 34 m²,1 Quarto,,,"CCSW 06, Bloco B/C, Miami Center - Sudoeste - Brasília - DF Alugue esse imóvel com seu cartão de crédito pela CredPago ... 21/08/22"
3165,"SQN 402 Bloco N, ASA NORTE, BRASILIA",,R$,3.500,m² R$,53,Aluguel Apartamento 66 m²,2 Quartos,1 Vaga,,"DALL'OCA IMÓVEIS ALUGA: Ótimo apartamento, localizado próximo à Zona Central, shoppings, bancos e comércio, composto po... 21/08/22"
